,variable,CONTROL mean,CONTROL std,COVID mean,COVID std,p value(test T),p value (test Mann Whitneyu)
0,aseg-volume_choroid-plexus_rh,0.6045799999999999,0.18233830279638633,0.6089888888888888,0.20923855240862987,0.923323053537947,0.8323004818101671
0,aseg-volume_choroid-plexus_lh,0.564376,0.1591143490281963,0.5647070707070707,0.19416775686667911,0.9937285012368464,0.8129174255328326
0,aseg-volume_choroid-plexus_mean,0.5844779999999999,0.16083135841619944,0.5868479797979799,0.18983722994562519,0.954327572632961,1.0
0,aseg-global_3rd-Ventricle_,1.095536,0.49091706434658255,1.04929898989899,0.4043741254906355,0.6260202209288603,0.9354706696446424
0,aseg-global_4th-Ventricle_,1.6131520000000001,0.42843762976657407,1.6668929292929293,0.46658188581853965,0.602125890011616,0.6426571806975017
0,aseg-global_Brain-Stem_,21.734159999999996,2.6080336221311766,20.997352525252527,2.2331159773817024,0.15700563368993428,0.13498806168468172
0,aseg-global_CSF_,0.9914000000000002,0.24063573958717493,1.01500101010101,0.2308650827378205,0.6514359997225858,0.5879314077754971
0,aseg-global_5th-Ventricle_,0.0,0.0,4.3434343434343435e-05,0.00032737721367404754,0.5096377996797072,0.48437639920551545
0,aseg-global_WM-hypointensities_,0.9678,0.6811775184683261,1.0637747474747474,0.945030199964847,0.6343488902469998,0.9107409265628266
0,aseg-global_non-WM-hypointensities_,4e-05,0.00019999999999999998,5.4545454545454546e-05,0.00045249258135146,0.8758701269251015,0.5823907117650722
0,aseg-global_Optic-Chiasm_,0.180684,0.0387122146959673,0.17909999999999995,0.04043662463961227,0.8602232412563251,0.9453810684848021
0,aseg-global_CC_Posterior_,0.9705800000000001,0.1376557572352134,0.9874232323232323,0.14841281769022377,0.6080834053214266,0.5836484689364163
0,aseg-global_CC_Mid_Posterior_,0.5270440000000001,0.09220075505836887,0.5189505050505051,0.10507569708114843,0.7253095561893577,0.507147865244497
0,aseg-global_CC_Central_,0.499276,0.09969238636927093,0.5218535353535353,0.11334135754088388,0.3643810378172465,0.36319801891471915
0,aseg-global_CC_Mid_Anterior_,0.50322,0.0918234220301843,0.5346121212121211,0.1342786907530473,0.27182697006157136,0.4548454759871554
0,aseg-global_CC_Anterior_,0.924716,0.1596320448197458,0.8736494949494951,0.14107810499480775,0.11799994303069944,0.15112856006144015
0,aseg-global_Brain Segmentation Volume_,1149.99712,121.45845866190905,1112.7838484848485,116.17921062582613,0.15870629092912567,0.19733056300209395
0,aseg-global_Brain Segmentation Volume Without Ventricles_,1125.4885599999998,117.91088824725503,1089.6316868686868,110.91335776122881,0.15636949560733,0.19517460898493488
